Date,news,output
23-11-2022,WHO hunts for the next big pandemic bug,1
23-11-2022,Victims' kin to commemorate sinking of SS Tilawa in World War II,1
25-11-2022,"Already listed on BSE, pharma major ZIM Laboratories to make NSE debut today",1
25-11-2022,Sensex hits lifetime high after Fed hints at slower rate hikes,2
25-11-2022,CM vows to encourage automobile industry in Belagavi,1
25-11-2022,I hope my first performance in Hyderabad post pandemic will be a memorable one: Bombay Jayashri,1
25-11-2022,Black Friday Sale: Inflation makes bargains elusive,1
26-11-2022,Maharashtra's active Covid count at lowest point since start of the pandemic,1
26-11-2022,"Some LAC problems due to '62 war loss, says Jaishankar",1
26-11-2022,"Kolkata: Fan war takes to the skies, boosts kite biz",1
26-11-2022,"US stocks: Nasdaq ends down as investors eye Black Friday sales, China infections",0
27-11-2022,Delhi: Capital City Minstrels back on stage with music of hope after pandemic,1
28-11-2022,Delhi MCD polls: Asaduddin Owaisi accuses CM Arvind Kejriwal of bias against Muslims during pandemic and NE riots,1
28-11-2022,Delhi MCD polls: Asaduddin Owaisi accuses CM Arvind Kejriwal of bias against Muslims during pandemic and NE riots,1
29-11-2022,Sensex closes at record high for third day in a row,2
29-11-2022,PM Modi: Vote bank made Congress tie up hands of forces in terror war,1
29-11-2022,PM Modi: Vote bank made Congress tie up hands of forces in terror war,1
29-11-2022,Sensex closes at record high for 3rd day in a row,2
30-11-2022,Sensex hits new high for 4th day in row,2
30-11-2022,Gujarat elections 2022: Kharge’s ‘Ravan’ barb at PM sparks war of words between BJP & Congress,1
01-12-2022,"Sensex hits 63k for first time, investor wealth nears Rs 300L cr",2
01-12-2022,"Rate-hike slowdown possible next month, inflation fight far from over: Fed chief Jerome Powell",1
01-12-2022,NSE IFSC-SGX Connect aims at full scale operations by June 2023,1
01-12-2022,"Gang war outside Central Jail, goon injured",1
01-12-2022,Uttarakhand: War of words between BJP & Congress over Gairsain,1
01-12-2022,"India lacks tactical, strategic know-how of war movies'",1
01-12-2022,"Sensex hits 63,000 for first time, investor wealth nears Rs 300 lakh crore",2
01-12-2022,Why sensex is in green even as other major global indices bleed,1
02-12-2022,Sensex closes at record high for 6th day in row,2
02-12-2022,Tata Play: 1st IPO from Tatas since TCS listing in ’04,2
02-12-2022,Tata Play: 1st IPO from Tatas since TCS listing in 2004,2
02-12-2022,"Sewage in Najafgarh drain, NGT seeks remedy 'on a war footing'",1
02-12-2022,Sensex closes at record high for 6th day in row,2
03-12-2022,"Sensex closes 416 points in red, ends 8-day rally",0
05-12-2022,RK Beach resembles war zone as Navy Day celebrated with grandeur in Visakhapatnam,1
06-12-2022,"Poor quality of 'dal' shook British empire, led to the last war before Independence'",1
06-12-2022,Jaguar with VIP numberplate kills woman parking scooter in Noida,1
06-12-2022,"Tata Motors, Vodafone India, HDFC and other stocks in news today",1
06-12-2022,Jaguar that killed woman may have been racing with another SUV: Cops,1
06-12-2022,Tata Motors may hike prices in January,2
07-12-2022,"RBI set to raise rates; outlook on growth, inflation in focus",1
07-12-2022,Murder charge added against Jaguar driver after order from Noida police commissioner Laxmi Singh,1
08-12-2022,‘Worst of inflation over’: RBI moderates rate hike to 35bps,1
08-12-2022,Tata Technologies invests in innovation centre in France,1
09-12-2022,Sensex snaps 4-day losing run,0
09-12-2022,Inflation likely softened to nine-month low in November: Report,2
09-12-2022,"In Mumbai, Tata Memorial, 3 hospitals tie up to cut kids' wait for transplant",1
10-12-2022,"On Noida's road where Jaguar killed a woman, no cops, no lights",1
11-12-2022,Sino-Japanese war doc remembered,1
11-12-2022,Tata doctors add old medicine to reduce breast cancer deaths,1
11-12-2022,Sudanese cadet who lost dad in war now officer,1
13-12-2022,Retail inflation moderates to 11-month low of 5.9% in November,2
13-12-2022,"Bharat Rashtra Samithi loses Telangana echo, BJP stung in hashtag war",1
13-12-2022,IPO play: Tatas to sell subsidiary Tata Tech shares,2
13-12-2022,IPO play: Tatas to sell Tata Tech shares,2
14-12-2022,Slowing US inflation raises hopes for Santa Claus rally,1
14-12-2022,Explainer: Demat accounts increase to 10.6 cr in November but monthly active NSE users dip to 3.6 cr,2
15-12-2022,Tata Comms to transfer IoT biz to arm,1
15-12-2022,"SBI, IRCTC, Tata Motors and other stocks in news",1
15-12-2022,Congress urges Amit Shah to seek governor report on midnight war room raid in Hyderabad,1
15-12-2022,Recurrent viral infections resurface among children in Hyderabad after pandemic lull,1
16-12-2022,Classroom to war room: IIT & IIM brains to steer poll strategy,1
16-12-2022,Sensex tanks 879 points on Fed’s hawkish stance on rate hikes,0
16-12-2022,76-year-old recounts refugee days in Kolkata during Bangladesh liberation war,1
16-12-2022,‘BRS engineered war room raid to steal poll blueprint’ in Telangana,1
17-12-2022,Patients suffer as Lone World War II era portable X-ray machine is now ‘scrap’,1
17-12-2022,"Sensex dives 2,200 points from peak of 63k on Dec 1",0
17-12-2022,Sealed and stamped in memory: Trophies from 1971 war,1
19-12-2022,"Yes Bank, Sun Pharma, Tata Motors and other stocks in news today",1
19-12-2022,"BJP, Nitish govt intensify war of words on Saran hooch tragedy payout",1
20-12-2022,"Battle of Longewala: 1971 war hero Bhairon Singh dies, PM Modi, Amit Shah pay rich tributes",1
21-12-2022,"China's Covid surge spooks D-St, sensex ends in red",0
21-12-2022,"Inflation stubborn, signs of upturn in capex: RBI",1
21-12-2022,"Inflation stubborn, signs of upturn in capex: RBI",1
22-12-2022,HC notice to school mgmt over pay cut in pandemic,1
22-12-2022,Sensex dives 635 points as Covid cases spike in China,0
22-12-2022,Sensex dives 635 points as Covid cases spike in China,0
22-12-2022,Govt tracking inflation to avoid surge in prices: FM,1
22-12-2022,Congress war room raid: Telangana HC stays cop notice against 3,1
23-12-2022,No coercive action in war room case: HC,1
23-12-2022,Tata Comm to buy live video co for $59mn,1
23-12-2022,"Cardinal denounces price rise, Ukraine war",1
23-12-2022,Putin says Russia wants end to war in Ukraine,1
24-12-2022,NSE MD roped in ex-CP's firm in 2009 for illegal snooping: CBI,1
24-12-2022,Sensex dives nearly 1k pts over fears of Covid spread,0
24-12-2022,"Despite progress, US Federal Reserve remains focused on inflation fight as 2023 rolls in",1
25-12-2022,Construction of 4 auditoriums delayed due to pandemic in Ahmedabad,1
25-12-2022,"Settled in US, VNITian donating for victims of Ukraine war",1
26-12-2022,"Tata Motors, Union Bank of India, HDFC and other stocks in news today",1
26-12-2022,"Rise in crime after government waged war on drugs, says Assam chief minister Himanta Biswa Sarma",1
27-12-2022,Manasi Tata now director on board of KSPL JV cos,1
27-12-2022,Manasi Tata on the board of KSPL’s JV cos,1
27-12-2022,Reducing core inflation key to easing prices’,1
27-12-2022,"Sensex up 721 points, recoups nearly half of last week's loss",2
27-12-2022,Manasi Tata is director on Kirloskar JVs,1
27-12-2022,Ukrainian who lost many kin in war hangs self in Kashi,1
27-12-2022,"Over call with Ukraine President Zelenskyy, PM Modi urges for end to war",1
27-12-2022,"Over call with Ukraine President Zelenskyy, PM Modi urges for end to war",1
28-12-2022,Sensex up for 2nd day in row on global cues,2
29-12-2022,"SBI, Tata Steel, KFin Technologies and other stocks in news today",1
29-12-2022,5 lakh-plus vehicles registered in Mumbai during pandemic years,2
30-12-2022,India's Eicher Motors to invest in Spanish EV firm Stark,1
30-12-2022,"To make Maharashtra $1 trillion economy, CM Eknath Shinde forms panel led by Tata Sons’ Chandrasekaran",1
30-12-2022,Guwahati: Household budgets shrink amid Covid and inflation,1
30-12-2022,"RIL, Cipla, Eicher Motors and other stocks in news today",1
01-01-2023,"After pandemic lull, Puneites ring in New Year with gusto",1
03-01-2023,Tata Steel did not approve Mango flyover design: Saryu,1
03-01-2023,"Sensex gains on GST, PMI data",2
04-01-2023,Drone advances in Ukraine war may bring dawn of killer robots,1
04-01-2023,Over 700 school-going children of labourers left Mumbai during Covid pandemic,1
05-01-2023,Sharad Pawar: Govt's wrong economic policies are causing inflation,1
05-01-2023,"Fed wants 'flexibility' on rates as inflation remains key focus, minutes show",1
05-01-2023,Sensex sees year’s first slide on profit-booking,2
05-01-2023,"AAP, BJP in war of words over nominated members in MCD",1
05-01-2023,"AAP, BJP in war of words over nominated members in MCD",1
06-01-2023,"Tata Motors, Ambuja Cements, Bajaj Finserv and other stocks in news today",1
06-01-2023,Future pandemic won’t wreak havoc like Covid: Scientists,1
07-01-2023,Sensex slips 940 pts in 1st week of 2023,0
07-01-2023,DRDO unit near city gets chemical war defence site status,1
07-01-2023,"BSE to guide small, medium units on raising funds via equity market",1
09-01-2023,187 Tata e-buses in four months in Bengaluru,2
10-01-2023,600 Ford workers press for better hiring terms at Tata,1
10-01-2023,Sensex up 847 points as global indices rally on US eco data,2
10-01-2023,Sensex up 847 points as global indices rally on US eco data,2
10-01-2023,Transformed Covid pandemic into opportunity: Women entrepreneurs,1
10-01-2023,"TCS, Tata Motors, RIL, JSW Steel and other stocks in news today",1
10-01-2023,600 Ford workers press for better hiring terms at Tata,1
11-01-2023,Sensex tanks on Fed rate hike jitters,0
13-01-2023,Assess Joshimath damage on war footing: CM Pushkar Singh Dhami to scientists,1
13-01-2023,Retail inflation eases to a 12-month low of 5.7% in December,2
13-01-2023,Sales of spirits surging in Maharashtra after 2 years of lull during pandemic,1
15-01-2023,Rates could stay high for long if Ukraine war continues: RBI governor Shaktikanta Das,1
15-01-2023,"If war simmers, interest rates may stay high: Das",1
16-01-2023,City schools focus on practicals before exams to fill pandemic gap,1
16-01-2023,Army Day celebrated with tributes to war heroes,1
16-01-2023,"1 suffers heart attack in Tata Mumbai Marathon, stable",1
16-01-2023,Winning hearts on crutches and wheelchairs in Tata Mumbai Marathon,1
16-01-2023,"TCS, Tata Motors, Wipro and other stocks in news today",1
17-01-2023,HC orders UP schools to give 15% rebate in fees paid during pandemic,1
17-01-2023,WPI inflation dips to 22-month low of 4.95%,2
17-01-2023,Rohingya crisis forgotten amid Ukraine war,1
18-01-2023,‘It is a relief’: Parents back pandemic fee rebate order,1
20-01-2023,RBI to get inflation within 4% by 2024,2
23-01-2023,Hyderabad logs zero Covid-19 cases for 1st time since pandemic began,1
24-01-2023,US confronts China with evidence of companies aiding Putin’s war in Ukraine,1
24-01-2023,SAT slashes NSE co-lo case fine to Rs 100 crore from Rs 625 crore,1
24-01-2023,SAT slashes NSE co-location case fine to Rs 100cr from Rs 625cr,1
26-01-2023,Sensex tanks 774 points on weak global cues,0
26-01-2023,"Tata Motors logs profit after 2 yers, nets Rs 3,000 cr in Q3",2
27-01-2023,"Sensex, Nifty fall in early trade on selling in banking shares, Reliance Industries",0
28-01-2023,"Sensex tanks 874 pts as fin, power, energy stocks slide",0
28-01-2023,‘Nation building key for Tata Steel’,1
28-01-2023,"Inflation easing, current a/c deficit manageable: RBI governor Das",1
30-01-2023,Common man seeks relief against rising inflation,1
30-01-2023,War of words between BJP & Congress over ‘fulfilling promises’,1
30-01-2023,DMK sets up legal war room for polls,1
31-01-2023,"Sensex ends in green, gold hits new high",2
01-02-2023,"Modi govt ‘fearless, decisive’, says President Murmu, cites war on Covid, terror",1
01-02-2023,Inflation likely to be ‘well-behaved’: CEA,1
01-02-2023,"Modi govt ‘fearless, decisive’, says President Murmu, cites war on Covid, terror",1
01-02-2023,"Yet to fully recover from pandemic blow, Delhi Metro in red for second year",1
01-02-2023,Inflation risk to be milder: Economic Survey,1
01-02-2023,Sensex up 1% since last Budget,2
01-02-2023,Sensex up 1% since last Budget,2
01-02-2023,Sensex up 1% since last Budget,2
02-02-2023,"Endemic endgame? 43 days without Covid death in Bengal, a first since pandemic began",1
02-02-2023,"Pandemic pain eases, so does food & fertiliser load",1
02-02-2023,"Union Budget 2023: Luxury automobile market hit bump, dead end for govt old vehicles",1
02-02-2023,"Endemic endgame? 43 days without Covid death in Bengal, a first since pandemic began",1
02-02-2023,"Bullish on Budget, bearish on Adani, sensex swings wild",0
03-02-2023,Pandemic delay turning cancer cases critical: Docs,1
04-02-2023,Sensex gains 910pts as Adani stocks stabilise,2
04-02-2023,Sensex gains 910pts as Adani stocks stabilise,2
05-02-2023,"Irani, Panja in war of words over funds",1
06-02-2023,"Adani Enterprises, Tata Steel, SBI, IndiGo and other stocks in news today",1
07-02-2023,NSE lowers price band on two Adani firms,1
08-02-2023,"After war of words on House floor, KT Rama Rao & Akbaruddin Owaisi warm up to projects in Old City",1
08-02-2023,Move to E20 fuel will hike automobile prices marginally,1
08-02-2023,Sensex falls for 2nd day on FPI selling,0
08-02-2023,No end to Madhya Pradesh CM Shivraj Singh Chouhan-Kamal Nath war of words,1
10-02-2023,"KT Rama Rao, Sridhar Babu engage in a war of words over portal",1
11-02-2023,UP has mettle to achieve $1 trillion goal: Tata chief N Chandrasekaran,1
11-02-2023,Tata group to build multi-modal cargo hub at Noida airport,1
13-02-2023,TMC war of words in Birbhum,1
14-02-2023,NSE board nod for CBI action on ex-MDs,1
14-02-2023,Retail inflation surges to 3-month high of 6.5%,0
15-02-2023,Sensex up 600 points on foreign buying,2
15-02-2023,Wholesale inflation eases to near 2-year low of 4.7%,2
15-02-2023,War of words between Madhya Pradesh CM Shivraj Singh Chouhan and Kamal Nath continues,1
15-02-2023,Tata Boeing Aerospace ships first vertical fin structure,2
15-02-2023,Eicher Motors net profit rises 62% in Q3,1
15-02-2023,"In a first, a war room to crack down on board exam copying",1
15-02-2023,"In a first, a war room to crack down on board exam copying in Maharashtra",1
16-02-2023,Trade crude contracts like WTI on NSE,1
17-02-2023,Tata Steel ships 960 tonne TMT bars to Tripura via Bangladesh,1
18-02-2023,NSE reviews some index constituents,1
18-02-2023,NSE reviews some index constituents,1
19-02-2023,CM & Nath in war of words over ‘unfulfilled’ promises,1
21-02-2023,"Zelensky says if China aligns with Russia, there will be a world war",1
22-02-2023,No new FIRs in Cong war room case: HC,1
22-02-2023,"Forex kitty, NRI flows support rupee in war",0
22-02-2023,"Chinese man held at Nepal border charged with 'spying', waging war",1
22-02-2023,"Municipal Corporation of Delhi to make fourth attempt to pick mayor today, but AAP-BJP war of words continues",1
22-02-2023,"MCD to make fourth attempt to pick mayor today, but AAP-BJP war of words continues",1
22-02-2023,France seeks India help to bring Ukraine war to end,1
22-02-2023,"Nizamabad turmeric farmers sound war cry again, want MSP for produce",1
22-02-2023,"In a first, war room to curb exam malpractices starts operations",1
23-02-2023,Sensex dives 928 pts over fears of sharper rate hikes,0
23-02-2023,Sensex dives 928 pts over fears of sharper rate hikes,0
24-02-2023,‘Life is scary here but we can’t let the war affect our career’,1
24-02-2023,1 injured in gang war,1
25-02-2023,Delay in repairing motors puts burden on local bodies,1
27-02-2023,"UP government, Tata sign Rs 5,000 crore Memorandum of Association for upgrade of ITIs",1
28-02-2023,"Sensex in red for 7th day, at 1-month low",0
28-02-2023,‘El Nino’ fears raise food inflation worry,1
28-02-2023,Flexi war likely ahead of elections in Cantt,1
28-02-2023,El Nino' fears raise food inflation worry,1
28-02-2023,Moubani Sorcar on how the pandemic inspired her first art exhibit,1
28-02-2023,Fed's Jefferson: 'No illusion' inflation fight will be quick,1
01-03-2023,"BJP, SP in photo war over murder accused in Uttar Pradesh",1
02-03-2023,Sensex breaks its 8-day losing streak,2
02-03-2023,US seeks allies' backing for possible China sanctions over Ukraine war,1
02-03-2023,Russia's war on Ukraine latest: Putin casts war as battle for nation's survival,1
02-03-2023,Sensex breaks its 8-day losing streak,2
03-03-2023,G20: Blinken and Lavrov meet for the first time since Ukraine war started,1
04-03-2023,Sensex up 900 points on hopes of slower US Fed rate hikes,2
04-03-2023,Sensex-linked F&Os may be revived: BSE,1
04-03-2023,Sensex up 900 pts on hopes of slower US Fed rate hikes,2
05-03-2023,UK military officer: China shouldn’t help Russia sustain ‘outrageous’ Ukraine war,1
05-03-2023,Made in India finally trumps China in the war of colours in Delhi markets,1
06-03-2023,Board exams after pandemic lull expose wide learning gulf,1
06-03-2023,Tata Power to set up 100 EV charging stations in Goa,2
07-03-2023,China says modernisation of the country does not rely on war,1
07-03-2023,Lucknow DM Suryapal Gangwar directs schools to refund 15% of fees charged in pandemic,1
07-03-2023,Sensex tops 60k as global rally continues,2
08-03-2023,Pune: Casting a spell with nifty sleight of hand and astonishing tricks,1
11-03-2023,Paediatric TB deaths in state doubled during pandemic,1
11-03-2023,War fails to mar celebration of cinema at Russia film fest,1
12-03-2023,"As BJP intensifies protest, Gehlot meets war widows",1
12-03-2023,Zakat funds help bail out small businesses hit by pandemic,1
13-03-2023,"Dalal St eyes on SVB saga, inflation data",1
14-03-2023,Retail inflation in February above RBI’s comfort level,0
15-03-2023,"Sensex slides to 5-month low, Adani companies break 10-day rally",0
15-03-2023,"Sensex slides to 5-mth low, Adani cos break 10-day rally",0
16-03-2023,Biden says 'more coming' on drug pricing after inflation fines,1
16-03-2023,Lucknow Municipal Corporation waives 75% fees of vendors as relief for fin losses during pandemic,1
16-03-2023,"Sensex sways 1k pts, ends at new 5-mth low",0
17-03-2023,"Continue Tata Power purchase plan till March 2025 in Mumbai, BEST told",1
17-03-2023,"Inflation on decline in Telangana, can be eased further: Experts",2
20-03-2023,No human role in index changes: NSE,1
21-03-2023,"GDP to grow 7%, inflation to moderate: Finance ministry report",2
21-03-2023,Bank crises pull sensex down 900 points intraday,0
21-03-2023,Bank crises pull sensex down 900 pts intraday,0
22-03-2023,Kolkata: RIP rickshaw? A City of Joy icon reels from pandemic punch,1
22-03-2023,RBI report on sticky inflation raises possibility of rate hike,0
22-03-2023,"2 killed in accident lie on road as Andhra Pradesh, Tamil Nadu cops in turf war",1
22-03-2023,RBI report on sticky inflation raises possibility of rate hike,0
23-03-2023,Free grain skewing inflation data: RBI,1
23-03-2023,Free foodgrains skewing inflation data: RBI study,1
25-03-2023,Sensex ends 398 pts down on weak global cues,0
28-03-2023,Tamil Nadu: Youth show fire power in war of words,1
28-03-2023,Tata Memorial starts 24/7 post-chemo helpline unit,1
29-03-2023,"Mega sporting events help party hotspots rake in the moolah, offset pandemic losses in Kolkata",1
29-03-2023,Mumbai: Tata Memorial Hospital cancer patients get 100-flat hostel,1
29-03-2023,"Tata Power commissions 220 KV line to curb outages, meet peak demand in Mumbai",1
30-03-2023,Tata Power sets up 1.2K EV charging points in city,2
30-03-2023,Delegates talk pandemic preparedness at G20-CSAR in Nainital,1
01-04-2023,"Gold with 15% gain is FY23's top asset, sensex closes flat",2
01-04-2023,Russia's war on Ukraine latest: IMF approves $15.6 billion Ukraine loan,1
03-04-2023,Bomb kills Russian war blogger in St Petersburg cafe,1
06-04-2023,Inflation in EU hits Veraval fish exports,1
07-04-2023,War against inflation on until it's near target: Das,1
09-04-2023,Ukraine brings back 31 children from Russia amid war,1
12-04-2023,Wall Street ends mixed as inflation data comes into focus,1
13-04-2023,"Sensex rallies 8 days in row, gains 2.8k pts",2
13-04-2023,Retail inflation dips below 6%; IIP slightly up at 5.6%,2
14-04-2023,"VIT, NSE launch B Com programmes",1
14-04-2023,Russian court fines Wikipedia for article about Ukraine war,1
16-04-2023,Murder in Tihar triggers turf war threat in south Delhi,1
18-04-2023,"Infy sinks 9%, pulls sensex below 60k",0
18-04-2023,"Infosys sinks 9%, pulls sensex below 60k",0
18-04-2023,"Rozgar mela for veterans, war widows in Dehradun",1
18-04-2023,WPI inflation cools to 29-mth low in March,2
19-04-2023,"No move to rework cap gains tax, says govt as sensex dips",1
19-04-2023,All Nifty $ derivatives’ trades on IFSC from July 3,1
20-04-2023,Tata Building India School Essay Competition 2023: President felicitates Udupi girl for winning contest,1
21-04-2023,War in Ukraine reinforced relationship with India; did not break ties: US official,1
22-04-2023,Russian prisoners in Ukraine choose war to get lifesaving drugs,1
24-04-2023,Rajasthan CM Ashok Gehlot to inaugurate inflation relief camp today,1
24-04-2023,MG Motors India looks to turn profitable this year,1
24-04-2023,Karnataka polls 2023: BJP-Congress war of words over Lingayats rumbles on,1
24-04-2023,Karnataka polls 2023: BJP-Congress war of words over Lingayats rumbles on,1
25-04-2023,"Bank stocks lift sensex above 60,000 after a week",2
25-04-2023,Tata Steel tests hydrogen in furnace to cut carbon output,1
25-04-2023,"Lavande, Bais half-centuries guide Tata to title",1
25-04-2023,"Bank stocks lift sensex above 60,000 after a week",2
25-04-2023,Tata Steel tests hydrogen in furnace to cut carbon output,1
25-04-2023,"Delhi: AAP councillor Sunita back in BJP, sparks war of words",1
26-04-2023,‘Would have loved to stop war if we could’,1
26-04-2023,Amritpal Singh’s speeches called for war to create Khalistan: Punjab cops,1
26-04-2023,1k books penned by Goans during pandemic relaunched,1
27-04-2023,"In Noida, over 100 schools fined Rs 1 lakh for not giving pandemic fee refunds",1
27-04-2023,Audio war in Tamil Nadu: Finance minister Palanivel Thiaga Rajan (PTR) says clips fabricated,1
27-04-2023,US stocks: Nasdaq outperforms as investors cheer Microsoft,2
28-04-2023,"US Q1 growth slows to 1.1%, inflation rises",0
29-04-2023,"Sensex back at 61,000 after 2 months, rises 4% in April",2
29-04-2023,NSE warns against illegal ‘dabba’ trade,1
03-05-2023,Pakistan's inflation outpaces Sri Lanka's as Asia's fastest,1
03-05-2023,"Tata Steel net falls 84% to Rs 1,566 crore in Q4",0
06-05-2023,"HDFC twins slide 6%, drag sensex down by 650 points",0
06-05-2023,"HDFC twins slide 6%, drag sensex down by 650 points",0
07-05-2023,The pandemic taught us that healthcare should be government’s responsibility: KK Shailaja,1
08-05-2023,McD’s bets on ‘value for money’ menu amid inflation,1
09-05-2023,"Sensex jumps over 700 pts to year’s highest level of 61,764",2
09-05-2023,"Sensex jumps over 700 points to year’s highest level of 61,764",2
09-05-2023,US stocks: Wall Street ends near flat ahead of inflation data,1
10-05-2023,"Cong’s Wadettiwar, Patole in war of words",1
10-05-2023,"Sensex touches 62,000 after 5 months",2
10-05-2023,"US stocks: Wall Street closes down as focus shifts to inflation data, debt talks",1
11-05-2023,"US stocks: Nasdaq rallies as investors cheer inflation data, Alphabet",2
11-05-2023,Telangana: SSC Pass Rate Drops From Pandemic Highs,1
12-05-2023,"Wall Street edges lower following inflation data, drops for Disney, banks",2
12-05-2023,Ghaziabad: MLA and candidate's husband in war of words outside Loni booth,1
15-05-2023,"Bank nifty breaches 44k, 10-year bond yields fall below 7% on lower inflation numbers",2
15-05-2023,ISC glory: Students dazzle despite pandemic challenges,1
16-05-2023,"NSE reports 42% jump in FY23 profit at Rs 7,356cr",2
16-05-2023,Wholesale inflation falls after 3 years,2
16-05-2023,Adani stocks in red even as sensex rises to 5-mth high,2
16-05-2023,Cops raid Youth Cong war room,1
17-05-2023,"State inflation dips below 7%, but still highest in country",2
17-05-2023,SGX Nifty to be rechristened as GIFT Nifty effective July 3,1
18-05-2023,"After pandemic hits biz, locals urge govt to increase tourist buses to Mayem",1
20-05-2023,"PM Modi, Volodymyr Zelenskyy to meet for first time since Russia war",1
20-05-2023,Pandemic on the wane? Only 13 active cases in MP,1
21-05-2023,Pvt hosps in city seek withdrawal of pandemic ceiling on charges,1
23-05-2023,"US stocks: Dow falls, Nasdaq rises as debt ceiling talks loom",1
26-05-2023,Delhi: AAP and Congress in war of words over services ordinance,1
26-05-2023,Pandemic effect? Cut-offs to drop as Maharashtra HSC exam high scores fall,1
29-05-2023,Centenary events open new war front for parties in state,1
30-05-2023,"58 years after death, body of war veteran flown to US",1
30-05-2023,"Sensex up 6.5% in 2 mths, mkt-cap surges over 9%",2
30-05-2023,"Army, Navy and IAF to hold joint war games in the years ahead",1
30-05-2023,"Sensex soars, stock mkt regains 5th biggest spot",2
30-05-2023,"Sensex crosses 63k after 6 mths, up 7% in 2 mths",2
30-05-2023,Decorated US war veteran's body flies home for reburial 58 yrs after death in Darjeeling,1
31-05-2023,Ukraine war reaches Moscow as drones strike civilian areas,1
31-05-2023,250bps hike suppressed inflation by 90bps: RBI,1
31-05-2023,"Day after poaching of Bengal MLA, Congress & TMC in war of words",1
03-06-2023,"After 12-year search, no sign of God or war here",1
03-06-2023,"Tata signs Rs 13,000 crore lithium-ion battery plant deal with Gujarat govt",1
03-06-2023,"ICICI gives ₹1,200cr to Tata Memorial for cancer care in India",1
04-06-2023,Gujarat: TOI @ your doorstep in war against cybercrime,1
05-06-2023,"HSBCs raises growth outlook, cuts inflation forecasts",1
05-06-2023,RBI likely to hold repo rate this week as inflation dips,2
05-06-2023,RBI likely to hold repo rate this week as inflation dips,2
06-06-2023,Tata Power saves Rs 67 crore in power purchase costs,1
06-06-2023,PPE use during pandemic had impact,1
07-06-2023,1.5L JSR slum dwellers to get Tata power soon,1
07-06-2023,Shivaji war museum on Gorai plot soon: Lodha,1
09-06-2023,HSBC partners Tata Motors for `no down payment’ EV loans,2
11-06-2023,Tata Kharghar hosp gets spl breast reconstruction OT,1
12-06-2023,Tourism jobs take off after pandemic pain,1
12-06-2023,US Fed set to finally pause rate hikes despite inflation,1
12-06-2023,Wall of words unleashes war for poll ticket in Cantonment,1
13-06-2023,Nato conducts 'biggest' air drills since Cold War,1
13-06-2023,Retail inflation dips to 25-month low in May as food prices ease,2
13-06-2023,EU commissioner flaysRussia for Ukraine war,1
14-06-2023,"Sensex closes above 63k, a 6-mth high",2
14-06-2023,"ISF candidate shot at, TMC men & cops injured as Bhangar in West Bengal turns into war zone",1
14-06-2023,Maharashtra government signs MoU with NSE and Moneybee institute for investor awarness programme,1
14-06-2023,India's fuel exports to EU up 572% since Ukraine war,1
15-06-2023,"At Tata Consultancy, staff learning hours drop with return to office",1
15-06-2023,"Wholesale inflation shrinks 3.5% in May, lowest in 8 years",2
15-06-2023,"70-year-old who donated blood during '71 war kept up habit, donated over 150 times",1
15-06-2023,63 temporary war rooms to tackle monsoon plaints,1
16-06-2023,"4 pvt hosps shut down Covid units permanently, 3 yrs after pandemic",1
16-06-2023,Ajmer sees turf war between supporters of Ashok Gehlot & Sachin Pilot,1
16-06-2023,BSE mcap hits record Rs 295 lakh crore on foreign funds’ buying spree,2
17-06-2023,Small indulgences beat inflation blues,1
17-06-2023,"Sensex ends at record high of 63,385 points on Wall Street rally",2
19-06-2023,"Tata Steel sets FY24 capex at Rs 16,000 crore",2
20-06-2023,GIFT Nifty to have 21-hour trading session from July 3,1
20-06-2023,"In Argentina, inflation crosses 100% ...and the restaurants are packed",1
22-06-2023,Tata Power moves HC over water diversion from Mulshi,1
22-06-2023,"Sensex hits all-time closing, intraday highs on FPI buying",2
24-06-2023,Tata Steel Jharia division honoured,1
24-06-2023,US economy seen skirting recession with sticky inflation,1
24-06-2023,"Inflation hits consumption, corporate investments: RBI",0
25-06-2023,Cong-BJP war of words over posters continues for second day,1
27-06-2023,"Shah cites numbers, claims big success in war on drugs",1
29-06-2023,Cong blames govt for rising inflation,1
29-06-2023,Teegala threatens to quit BRS amid Maheshwaram turf war,1
29-06-2023,"Sensex summits 64K, nifty at 19K on strong eco, FII buying",2
29-06-2023,"Sensex tops 64,000, Nifty 1 9,000 on strong eco, FII buying",2
30-06-2023,LG Vinay Kumar Saxena and CM Arvind Kejriwal in war of words over 'freebies',1
30-06-2023,Ethical code was breached in TCS hiring case: Tata Group chairman Chandra,1
01-07-2023,"Sensex up 803 pts, nears 65,000 as FPIs rush in",2
01-07-2023,Lansdowne in Uttarakhand to be renamed after 1962 war hero Jaswant Singh Rawat?,1
01-07-2023,Lansdowne set to be called Jaswantgarh after '62 war hero?,1
03-07-2023,SGX Nifty to start trading as GIFT Nifty from today,2
03-07-2023,Biden govt's rules tighten limits on drone use outside war zone,1
04-07-2023,SGX Nifty begins trading as Gift Nifty,1
04-07-2023,When Sensex created sensation,2
04-07-2023,"Twin wins: In a first, sensex tops 65,000, BSE mcap over Rs  300L cr",2
04-07-2023,"Twin wins: In a first, sensex tops 65k, BSE mcap  Rs 300L cr",2
05-07-2023,Small packs in demand despite dip in inflation,1
05-07-2023,Sensex hits fresh high four days in row,2
05-07-2023,Small packs in demand despite dip in inflation,1
05-07-2023,Health dept to set up ward-wise war rooms to tackle monsoon maladies,1
